ID	sample-1_rpkm	sample-2_rpkm	sample-3_rpkm	sample-4_rpkm	sample-5_rpkm	group
Unigene0000180	5.118065134	4.137789449	4.280178966	4.950935224	4.06654784	group2
Unigene0000181	4.085578526	2.648898653	3.894851479	2.749113069	4.61413529	group2
Unigene0000182	3.81709895	3.462276835	5.397843494	3.18926307	3.227102147	group2
Unigene0000183	4.670114255	6.240505649	4.339599648	4.237766912	3.284362878	group2
Unigene0000184	4.447414132	4.395974287	4.181556803	3.453083146	4.134530272	group2
Unigene0000185	4.482534539	5.227449189	4.771838563	4.804472584	4.494854148	group2
Unigene0000186	2.264727354	4.558480034	4.232861222	5.030160054	4.18475219	group2
Unigene0000187	5.327681158	4.155079257	4.250793171	2.778801739	4.08552682	group2
Unigene0000188	4.198945137	3.185178126	3.242111916	2.532187153	6.069331437	group2
Unigene0000189	3.308952403	3.863599204	4.106733687	2.629710572	5.373721783	group2
Unigene0000190	5.341245862	2.977931224	4.190147582	4.32508567	4.454345875	group2
Unigene0000191	3.255690796	3.671063586	2.939401486	6.256291281	4.801382835	group2
Unigene0000192	2.602896265	3.818107301	3.617184187	2.382495292	3.846231388	group2
Unigene0000193	3.003691774	2.73970146	3.393612091	4.316431959	5.550254434	group2
Unigene0000194	5.201339142	2.7304388	3.903443132	4.500870581	4.242315652	group2
Unigene0000195	5.756648505	3.67771005	5.145810785	3.563643098	3.025544847	group2
Unigene0000196	2.959850668	3.244402932	4.013722737	4.256284031	4.435853205	group2
Unigene0000197	4.559670991	4.309464662	3.990017662	3.429245991	5.464741719	group2
Unigene0000198	4.23490102	3.063804514	3.803042512	1.638107149	3.805841674	group2
Unigene0000199	5.354538777	4.773358457	4.350813563	5.424378187	4.879308453	group2
Unigene0000200	5.011460882	6.771983788	2.837053734	4.758824092	4.765899954	group2
Unigene0000201	4.733921294	4.167387983	5.245087565	5.592297358	4.739895329	group2
Unigene0000202	5.142436758	5.73222286	4.379330401	3.541742897	4.816818002	group2
Unigene0000203	2.494447275	3.270920938	4.509977822	2.840343061	3.731961063	group2
Unigene0000204	3.206608304	5.450522986	3.087744049	4.096152873	3.918113198	group2
Unigene0000205	4.074178454	4.293658413	4.29445017	4.216335092	3.981706876	group2
Unigene0000206	4.152516536	2.452997314	3.776378301	3.898031679	5.424572	group2
Unigene0000207	4.129683536	3.552097582	2.08064864	3.822604732	4.073600435	group2
Unigene0000208	5.650296435	4.095460866	3.593807718	5.358019875	4.84475912	group2
Unigene0000209	4.575407221	2.572866286	3.669359832	3.880947021	5.247086303	group2
Unigene0000210	3.705341611	2.73935541	3.553500666	1.785154127	4.354248813	group2
Unigene0000211	4.434287907	3.49100809	5.325208662	4.584868125	4.782039952	group2
Unigene0000212	4.431818581	3.60840312	3.839669766	5.127991461	4.130969917	group2
Unigene0000213	4.575337961	3.008530039	4.283642751	6.409668777	3.449836212	group2
Unigene0000214	3.928493748	2.849422329	4.687335852	4.688086621	4.256766032	group2
Unigene0000215	5.259328931	4.06463866	3.164485263	3.315547369	4.827565182	group2
Unigene0000216	4.874831568	1.94957082	4.913940476	4.067410315	4.519360654	group2
Unigene0000217	4.529661484	5.409005981	2.247914712	3.658062222	3.651681432	group2
Unigene0000218	1.535154507	4.685595069	1.860333178	2.072052402	3.217081302	group2
Unigene0000219	5.335326898	5.445610897	4.181546505	3.442617637	3.864368668	group2
Unigene0000220	5.55010932	2.876535094	3.584650319	4.195130749	4.980049104	group2
Unigene0000221	4.002201503	4.432143651	4.337849157	3.870447005	5.48453125	group2
Unigene0000222	3.658398991	2.46641206	3.014565765	3.030967765	3.576949803	group2
Unigene0000223	2.775376285	4.713541862	4.068069167	3.585504598	4.037676661	group2
Unigene0000224	5.394356954	3.425318143	5.436014211	4.400712719	4.639014039	group2
Unigene0000225	1.66147146	2.551663008	2.787423269	4.695080602	3.954269782	group2
Unigene0000226	4.007285174	5.918472763	3.774854883	3.700497066	2.31614601	group2
Unigene0000227	4.380133545	2.968284066	4.782357111	3.104445882	6.455643592	group2
Unigene0000228	3.905354031	3.82651811	3.613256853	4.832608806	3.947884625	group2
Unigene0000229	2.96862337	3.960539671	4.096195457	5.017141993	4.782177984	group2
Unigene0000230	2.640906028	3.765953093	2.719203567	5.32548329	3.474741502	group2
Unigene0000231	4.300434705	2.793864515	3.789123981	5.023603558	3.724630347	group2
Unigene0000232	5.254208282	4.818119125	4.525238585	2.786750034	2.740887289	group2
Unigene0000233	3.70163755	4.395250698	2.429900277	4.280142735	4.031863348	group2
Unigene0000234	5.142219462	4.636761212	3.136780575	4.38157673	7.393124548	group2
Unigene0000235	2.552532317	4.398073581	3.185836545	4.225057191	2.008617427	group2
Unigene0000236	5.270705727	5.126447738	4.091860185	2.731129045	3.134528401	group2
Unigene0000237	2.831617164	6.667951774	3.878472556	3.280092876	3.540011856	group2
Unigene0000238	3.191168722	5.570195955	5.054280881	4.398555238	3.644155813	group2
Unigene0000239	3.619185391	3.979965589	2.124640493	4.69790701	1.912449444	group2
Unigene0000240	2.782900746	5.060845813	4.369338892	3.690228827	3.044945139	group2
Unigene0000241	3.625476985	4.645026241	3.477460908	3.347241035	2.379236239	group2
Unigene0000242	4.192749861	4.262297827	4.238597883	3.966416088	3.38936556	group2
Unigene0000243	3.77727127	2.98908381	2.030234308	5.940537617	4.79800588	group2
Unigene0000244	4.982020774	3.499742701	5.282258195	3.013607106	4.723745756	group2
Unigene0000245	3.025791448	3.582676518	3.361738618	3.565365422	4.424356576	group2
Unigene0000246	4.201215849	3.172716682	3.207509002	5.907814566	4.386127517	group2
Unigene0000247	3.983798167	5.951845562	3.801537663	2.62751204	2.311759307	group2
Unigene0000248	4.719557183	2.951467334	3.975047601	2.75377273	3.559343676	group2
Unigene0000249	2.141161646	4.345166649	2.11559757	4.821954776	2.778610776	group2
Unigene0000250	2.417852409	3.961369706	3.794888022	3.504311495	3.282828281	group2
Unigene0000251	2.184384973	4.297694809	4.234950955	4.077976972	5.491209452	group2
Unigene0000252	2.489803813	2.994039727	3.277888626	4.169418758	5.361976484	group2
Unigene0000253	3.253729114	4.629892174	5.326120599	1.651756264	4.002119042	group2
Unigene0000254	4.934964309	4.681581919	3.789670694	5.959989195	4.129180875	group2
Unigene0000255	3.936395956	3.379466501	4.914626505	4.645069699	2.68472025	group2
Unigene0000256	3.467911278	3.430325319	4.853892633	3.469885089	2.327154121	group2
Unigene0000257	3.645418012	5.740814387	4.419571889	2.801538914	4.053152771	group2
Unigene0000258	3.555990638	2.619692119	3.811524187	4.159274431	5.034919042	group2
Unigene0000259	5.092597492	2.081850314	3.985181453	2.709592849	3.55300773	group2
Unigene0000260	2.999926516	3.436953564	4.55060602	3.466085448	3.531797423	group2
Unigene0000261	4.610067906	5.19377665	5.097114563	4.695037076	5.640932074	group2
Unigene0000262	4.032620845	3.462463422	3.778195267	4.727575579	5.477889262	group2
Unigene0000263	5.328676178	1.639903343	3.728120341	3.900913815	5.520917775	group2
Unigene0000264	4.794909349	2.22929566	4.707543699	3.178463923	3.952779733	group2
Unigene0000265	4.279857315	5.845441796	2.726831656	4.322732878	3.241395718	group2
Unigene0000266	5.731698005	4.479713876	1.210631081	3.73827557	4.858728285	group2
Unigene0000267	1.513542653	4.77308716	3.263730743	3.685805639	2.998601805	group2
Unigene0000268	4.23049738	5.232224092	2.300116058	4.030584404	2.630999651	group2
Unigene0000269	5.187799969	4.588768236	5.566199336	3.514389884	3.414848503	group2
Unigene0000270	3.199921306	3.323883725	4.876353443	3.719485673	4.815524262	group2
Unigene0000271	2.181494984	3.491265259	3.418534945	5.251654537	3.874694313	group2
Unigene0000272	2.042894957	3.295908473	3.506719745	4.93957755	3.771227323	group2
Unigene0000273	3.104548905	5.681201318	4.320853178	3.287684328	5.980688243	group2
Unigene0000274	3.351079151	4.457698401	4.114327814	4.360409913	3.520694998	group2
Unigene0000275	3.585013646	3.671533497	2.282725892	2.665030979	1.938315816	group2
Unigene0000276	3.787735984	5.138651864	2.881591172	3.797357991	5.75283449	group2
Unigene0000277	2.988239108	5.151102838	4.08572877	4.707159649	2.428452992	group2
Unigene0000278	2.489298759	3.963734487	4.121174994	6.04074271	0.593083052	group2
Unigene0000279	5.073517762	3.560451584	3.416721702	4.090075177	4.92008947	group2
Unigene0000280	4.406793252	4.039848732	3.930466277	3.134629665	4.353083229	group2
Unigene0000281	2.507961784	3.65674224	4.209507386	3.401211234	4.024881109	group2
Unigene0000282	4.003975015	2.966640904	5.392811337	2.728018403	5.076173222	group2
Unigene0000283	3.715249164	4.749747334	2.125749852	3.661868164	4.780415238	group2
Unigene0000284	3.260787766	5.419873445	3.910861879	4.28322184	5.884747112	group2
Unigene0000285	5.017972488	4.890521713	1.366283319	4.060853219	3.29183527	group2
Unigene0000286	3.583387803	4.241615828	4.977468747	3.220131779	3.721888721	group2
Unigene0000287	4.437125229	4.320101548	4.492588318	4.08625607	3.265828227	group2
Unigene0000288	4.286443652	3.57465786	5.123510074	4.931696368	5.035371592	group2
Unigene0000289	3.028461765	6.126142819	3.806264537	3.909539315	4.649120481	group2
Unigene0000290	3.53737948	3.185646248	1.781515472	3.959364382	3.311477524	group2
Unigene0000291	4.667323731	2.138725198	2.276939397	3.412946892	2.843769933	group2
Unigene0000292	2.62446194	5.651946108	3.558221712	1.816561637	5.337572877	group2
Unigene0000293	5.099191001	3.110528211	4.582908115	3.295811974	2.884252537	group2
Unigene0000294	3.968967034	4.030769143	3.892660343	4.234000542	4.565999128	group2
Unigene0000295	4.570342336	4.326280545	3.421886967	5.032373562	2.687952067	group2
Unigene0000296	4.416062608	3.91998948	1.97986961	4.317610709	3.815752768	group2
Unigene0000297	3.666113078	3.861270169	3.452253282	4.398425294	2.027997115	group2
Unigene0000298	3.566991465	5.876514015	4.180407742	2.772104464	4.395968815	group2
Unigene0000299	4.971272746	3.285750821	3.952118603	4.658567033	3.732785162	group2
Unigene0000300	3.572366921	1.631984051	3.586205928	4.494268085	4.796626869	group2
Unigene0000301	4.450047842	4.498559131	4.757522151	3.856719817	3.882694568	group2
Unigene0000302	4.306760171	5.123295224	5.771958383	6.485805361	4.804282102	group2
Unigene0000303	4.117610084	4.433471785	4.658748695	4.751355937	2.17141725	group2
Unigene0000304	2.770801966	2.357189033	2.102152581	6.029062969	3.305432191	group2
Unigene0000305	2.496743365	3.990489174	4.728777231	4.212258546	3.18763583	group2
Unigene0000306	3.215702909	4.381043167	3.305934437	3.000888695	5.329250501	group2
Unigene0000307	2.685401755	3.329161122	3.525913969	3.571078633	4.26819405	group2
Unigene0000308	3.806973021	5.04628468	3.798041266	3.642368309	3.907163971	group2
Unigene0000309	2.691823418	3.925950352	3.845604014	0.924775931	4.270118421	group2
Unigene0000310	3.954723013	4.201881931	2.47168594	5.278914789	3.771818605	group2
Unigene0000311	4.391089694	6.398778349	4.246115242	4.093803103	3.46779357	group2
Unigene0000312	3.03302322	5.980923659	4.618586214	3.16774966	3.923257127	group2
Unigene0000313	3.365967508	3.016118988	1.483097698	3.389291875	5.59359352	group2
Unigene0000314	2.885447157	3.746137855	4.158726275	2.031915197	6.461927431	group2
Unigene0000315	3.358242176	4.91823669	1.938025317	2.000879114	4.36572555	group2
Unigene0000316	2.817588687	4.093551491	4.586888468	4.372786598	2.679811445	group2
Unigene0000317	5.452603761	2.617621776	4.504536362	4.189344599	2.092008405	group2
Unigene0000318	3.466843679	4.716701449	3.610271441	3.406971517	3.645939524	group2
Unigene0000319	2.937327047	4.452628674	3.76130927	4.178810831	5.279009011	group2
Unigene0000320	5.08006255	4.794923859	3.204334539	4.130918557	4.932102086	group2
Unigene0000321	2.587726879	1.573077707	3.931755357	3.896995337	3.651593244	group2
Unigene0000322	4.059074981	3.724570406	3.867896401	3.906194511	3.25647107	group2
Unigene0000323	6.100270576	4.673422245	3.366623379	3.402288546	4.768242163	group2
Unigene0000324	3.649472953	2.477231981	3.386818037	5.343866913	5.026084749	group2
Unigene0000325	2.81233445	4.27757524	5.994958309	6.482316688	4.6598283	group2
Unigene0000326	4.521395718	5.499861133	3.158681294	4.366680948	4.598831916	group2
Unigene0000327	3.979245402	3.643024296	4.835331307	3.131998205	3.6317424	group2
Unigene0000328	2.515157929	5.337830214	5.878886237	4.625476047	5.716105065	group2
Unigene0000329	4.80353404	6.08899376	5.733900923	4.864261815	4.706870621	group2
Unigene0000330	4.67414226	5.369340677	4.84618795	3.824110942	4.624043114	group2
Unigene0000331	5.819684555	2.709985549	4.108948713	2.398546863	4.102313426	group2
Unigene0000332	4.604868057	4.297575019	4.440760566	4.407385732	4.459252857	group2
Unigene0000333	3.462069452	4.764312659	4.156501877	4.67779183	3.022959995	group2
Unigene0000334	4.721370481	3.908546803	6.25644576	7.306014083	5.419164412	group2
Unigene0000335	3.788834919	3.054962572	2.693890639	4.207084818	3.840689402	group2
Unigene0000336	5.705140082	4.056271455	3.544884787	3.310442807	4.615316739	group2
Unigene0000337	5.334567561	3.45524083	4.014880537	3.988657114	2.751623211	group2
Unigene0000338	6.086127404	4.236467683	2.952518475	5.053784033	3.616231019	group2
Unigene0000339	4.186998398	4.939863413	4.455238425	3.380713324	3.261389091	group2
Unigene0000340	4.052930214	2.084615892	4.360996452	4.830854649	3.97725736	group2
Unigene0000341	6.876016673	5.094836323	3.312336345	5.155717596	3.386745278	group2
Unigene0000342	3.768769487	2.968709418	2.002565457	3.766591527	4.268090543	group2
Unigene0000343	4.134586923	3.33862358	4.823035185	4.280462856	4.273854517	group2
Unigene0000344	4.890809489	4.40724617	5.216417566	3.720947025	4.036870184	group2
Unigene0000345	4.277333487	3.450324359	4.804921987	3.43816397	4.565132255	group2
Unigene0000346	2.867325127	3.036738265	2.308522293	5.996355192	5.191837326	group2
Unigene0000347	4.176975753	2.888555738	3.313222054	3.694173437	3.77431977	group2
Unigene0000348	2.741892233	4.786293786	2.971993242	4.900838539	2.21262358	group2
Unigene0000349	4.381527159	5.218401162	3.535791878	3.435055496	4.600787762	group2
Unigene0000350	4.38649422	4.226324088	4.480577212	3.774823427	4.242052982	group2
Unigene0000351	4.346076356	2.400756341	4.049332796	4.024423983	5.402668019	group2
Unigene0000352	4.598321517	2.695845136	5.627604982	2.811085038	4.929453587	group2
Unigene0000353	2.209987295	3.090800467	5.134949038	3.102572248	4.549198999	group2
Unigene0000354	4.366518617	5.279933485	2.937308411	2.877286052	1.926296112	group2
Unigene0000355	5.478423548	6.036889479	2.426361702	4.035152181	2.546616105	group2
Unigene0000356	6.102032574	3.784259055	5.902889367	4.591482222	4.178878859	group2
Unigene0000357	4.808122187	4.95941786	3.995510386	5.595747182	6.518824488	group2
Unigene0000358	3.827334039	2.392219218	4.808318472	5.008146771	3.211476171	group2
Unigene0000359	2.619237238	3.18537124	2.197590544	3.60258966	4.569533852	group2
Unigene0000360	3.286568659	4.155125548	5.028593494	2.746341741	4.671087921	group2
Unigene0000361	4.85850324	3.53973904	4.278605546	4.758617618	4.694887133	group2
Unigene0000362	5.252083383	2.526515566	3.583303247	3.362194615	4.536722463	group2
Unigene0000363	1.910646338	2.537878335	4.372462233	4.314796299	4.24713458	group2
Unigene0000364	4.995410691	2.846116093	2.768791825	2.925360519	4.337460382	group2
Unigene0000365	3.653880313	4.428447781	2.692748645	2.457071295	4.022360943	group2
Unigene0000366	3.452732839	4.418460326	3.790606711	4.928254809	2.937460935	group2
Unigene0000367	4.744621454	4.602636841	3.792830415	6.683989422	4.993669156	group2
Unigene0000368	3.290335115	4.150502514	5.185879527	3.680957019	4.139370186	group2
Unigene0000369	5.940119327	3.247541571	4.692209959	3.263778044	1.301642831	group2
Unigene0000370	2.963071889	3.361557633	1.950746268	3.838907343	2.281459004	group2
Unigene0000371	3.428436877	3.448733704	3.617333108	5.885307088	4.309771698	group2
Unigene0000372	3.63894957	5.000240805	2.965216439	3.612322611	4.281458891	group2
Unigene0000373	3.936327808	2.676570767	4.44860481	5.587813044	5.700211694	group2
Unigene0000374	3.721645967	4.253930188	4.284685466	5.202984054	4.801825193	group2
Unigene0000375	3.65988897	4.374417174	4.899653625	3.945138114	3.575010415	group2
Unigene0000376	4.777044758	3.375380948	4.212082968	5.271055587	4.799911023	group2
Unigene0000377	4.547335836	4.38124147	4.159123949	3.74564653	3.929173962	group2
Unigene0000378	4.690800032	4.150537084	2.077575997	5.272007065	3.526512225	group2
Unigene0000379	3.665241774	5.316168391	3.541053301	4.694943512	4.181188197	group2
Unigene0000380	3.524201329	3.003066078	4.109030363	4.023204083	4.105242142	group2
Unigene0000381	3.823665722	5.290074463	3.163248798	4.909457363	3.05788249	group2
Unigene0000382	4.319221243	5.051711995	3.376666327	4.185626954	3.74660473	group2
Unigene0000383	3.057503429	6.126936201	4.811610869	4.481721566	3.657217376	group2
Unigene0000384	3.021107847	3.027576473	5.591865214	4.159670446	1.129438441	group2
Unigene0000385	2.601017893	4.193199009	4.000515667	2.045145004	4.111955222	group2
Unigene0000386	4.312238757	4.750722956	3.91104372	3.830665136	3.401263643	group2
Unigene0000387	4.171436406	4.149631511	4.416342013	3.237059974	5.862016521	group2
Unigene0000388	2.50033413	4.042531496	2.659128447	4.963880508	3.784313787	group2
Unigene0000389	5.545728923	4.845313694	6.420648833	5.603913222	3.863896471	group2
Unigene0000390	5.083233919	4.10297173	5.335581563	4.793350724	5.385424196	group2
Unigene0000391	4.278191752	2.665658593	4.192405577	3.446455468	3.602093558	group2
Unigene0000392	4.63236092	3.93700955	4.345972469	3.645817825	2.799140277	group2
Unigene0000393	4.23520732	2.965553611	5.165426186	3.948948566	5.089482254	group2
Unigene0000394	3.465361607	4.652327568	4.74802861	3.723461268	2.783524987	group2
Unigene0000395	4.536414553	3.417850584	0.745678338	3.579055507	4.579007819	group2
Unigene0000396	2.504609667	3.947753677	5.906699752	4.057827978	4.105297523	group2
Unigene0000397	3.225818718	4.401184898	3.180574411	3.392528682	3.339077982	group2
Unigene0000398	2.383548204	3.097098694	4.873615387	4.226929701	5.179346609	group2
Unigene0000399	3.766499669	2.764267373	3.837631959	3.754799628	3.658586213	group2
Unigene0000400	4.449961078	4.376382316	3.991348756	6.595284451	4.237160519	group2
Unigene0000401	4.293445291	4.866569585	2.386766219	3.908140141	3.729771167	group2
Unigene0000402	2.988487541	3.002035409	3.722496416	3.04269862	3.318276713	group2
Unigene0000403	3.946604062	3.548926212	3.876978697	2.689388763	3.029486113	group2
Unigene0000404	3.275792306	5.646231407	3.360682781	2.224531912	4.758441789	group2
Unigene0000405	4.496573319	3.301627314	3.204785322	3.973383072	4.597052092	group2
Unigene0000406	5.487514165	5.287116701	4.440861905	4.886504934	4.71064814	group2
Unigene0000407	3.521889657	3.411021029	5.030454451	2.298004957	3.460494299	group2
Unigene0000408	4.367198073	3.744097962	3.930477327	3.351416577	3.844287847	group2
Unigene0000409	4.907501137	3.698483644	3.976404038	3.0401649	3.953563297	group2
Unigene0000410	3.166049014	4.563140185	3.38429984	3.288228973	4.732051391	group2
Unigene0000411	3.747762304	2.158519366	5.135653579	4.962294314	3.983555864	group2
Unigene0000412	4.89121561	3.568742589	4.955188994	3.145778846	4.028193967	group2
Unigene0000413	2.555194214	3.888563556	6.369276819	3.475236009	2.899908309	group2
Unigene0000414	4.504654511	3.637353745	4.188066779	5.424540993	3.962658326	group2
Unigene0000415	2.215918474	4.388581287	6.335292593	4.108158339	4.72362718	group2
Unigene0000416	3.749563715	3.459828541	3.929806972	3.856245241	5.1667549	group2
Unigene0000417	2.739653668	4.935848848	5.00312899	4.289320779	2.129739668	group2
Unigene0000418	4.534253878	3.56840675	3.505918913	3.403410494	2.583148772	group2
Unigene0000419	4.714529733	4.49989568	2.529342218	4.546087862	1.680619872	group2
Unigene0000420	5.886260139	4.776554088	2.468530131	4.839975642	3.26680881	group2
Unigene0000421	3.099491638	5.162136282	3.789191254	3.985900685	4.208582089	group2
Unigene0000422	4.441752293	5.28801358	3.873649125	3.545488544	4.032376436	group2
Unigene0000423	3.909177658	3.363578068	3.598202192	4.096815248	4.637893234	group2
Unigene0000424	4.385824691	4.773757028	3.290686434	3.700994141	3.098245929	group2
Unigene0000425	4.72106248	2.990877345	2.388248412	4.496627206	4.048044544	group2
Unigene0000426	3.697521425	4.845488982	4.482283046	4.214070128	4.691179485	group2
Unigene0000427	4.319052402	6.39948885	3.596416871	5.202932659	4.585476165	group2
Unigene0000428	5.598048902	4.47867649	3.013094623	4.369638562	3.013326421	group2
Unigene0000429	2.722265117	2.713691106	5.143080166	5.538545467	4.897438443	group2
Unigene0000430	4.871517516	1.950194312	3.917766625	3.748208394	4.345054102	group2
Unigene0000431	5.10436575	3.159519064	2.568630568	3.625637422	2.723487282	group2
Unigene0000432	5.056026506	3.600597859	5.366675771	4.325832044	2.107236606	group2
Unigene0000433	2.925629177	5.07495082	2.617839793	4.411312117	4.705363461	group2
Unigene0000434	4.874261871	3.710013166	2.624740805	2.141729022	3.803112357	group2
Unigene0000435	4.22834498	2.876527717	2.488396645	3.510267998	5.496729729	group2
Unigene0000436	4.21772758	4.202862966	3.620532391	3.576914613	1.259824316	group2
Unigene0000437	3.68060211	5.067575639	2.864189427	4.35885195	4.426253442	group2
Unigene0000438	3.761917685	4.869069675	4.34114758	1.825963283	3.349809861	group2
Unigene0000439	5.049808784	4.222064737	5.076579401	4.447985165	3.854045088	group2
Unigene0000440	3.753391321	3.557361448	4.304356484	3.64268978	2.880818177	group2
Unigene0000441	3.506280412	3.757241199	4.473655604	3.857974555	5.325352073	group2
Unigene0000442	3.571858674	4.739901754	2.50828518	3.265558015	3.607335506	group2
Unigene0000443	4.181254099	3.442510417	4.342412846	3.03062458	3.467344082	group2
Unigene0000444	4.047507597	3.380791951	3.699370244	3.368903401	4.243811679	group2
Unigene0000445	4.220155112	4.479014219	3.477743118	3.902739831	4.614957371	group2
Unigene0000446	3.160514205	3.191373413	4.921188057	4.648484356	2.73181144	group2
Unigene0000447	3.902653458	3.38649814	5.073756532	4.387722113	1.44970256	group2
Unigene0000448	4.768824276	3.764290567	3.245399526	3.704825007	4.092993076	group2
Unigene0000449	3.052137273	1.859547637	3.288194966	4.69896391	6.67345411	group2
Unigene0000450	4.220769274	3.262921473	3.660285568	3.679562474	4.677869978	group2
Unigene0000451	3.392917374	3.21712653	2.650849013	5.102961108	3.815479831	group2
Unigene0000452	3.81480634	4.667661845	3.820905125	3.808142398	5.370871869	group2
Unigene0000453	4.583819136	4.227169965	3.313322281	5.482771208	5.026853198	group2
Unigene0000454	4.10196007	4.879936521	4.156101724	2.773019886	4.494204839	group2
Unigene0000455	4.712751435	4.744728781	2.852332457	5.122481399	3.972081762	group2
Unigene0000456	4.253585812	3.020569861	4.331112578	2.365147089	4.136248073	group2
Unigene0000457	4.204116824	4.567800507	3.679192165	4.389523449	4.488090655	group2
Unigene0000458	4.677443084	3.991972044	4.948568091	4.64441102	2.355745766	group2
Unigene0000459	3.633182725	3.33874382	4.079797765	3.788266708	3.480486009	group2
Unigene0000460	3.603126981	3.993580576	4.942485426	3.339554474	4.085062108	group2
Unigene0000461	4.803452374	5.559077686	2.490238522	4.887568156	2.693385957	group2
Unigene0000462	3.90020059	4.534935411	4.496513892	4.525781863	3.382377906	group2
Unigene0000463	4.597276731	3.927200511	2.820124843	3.108783424	2.566241215	group2
Unigene0000464	4.491383046	3.921966127	5.086424254	3.459767637	4.996790029	group2
Unigene0000465	3.82667703	3.887667493	5.496277815	4.053474951	5.128387354	group2
Unigene0000466	3.250903595	4.476604038	4.147872125	3.062229391	3.474763402	group2
Unigene0000467	3.903315626	4.4237501	1.295527415	5.043903845	3.491535744	group2
Unigene0000468	4.666332192	4.184797661	4.880664862	4.106696685	4.61575132	group2
Unigene0000469	3.540455982	5.243513586	3.529000756	4.097693509	3.207618692	group2
Unigene0000470	2.632896358	5.718672047	3.956158338	4.688224715	4.119209968	group2
Unigene0000471	1.982704797	3.381986061	4.453378509	4.496939072	3.817481381	group2
Unigene0000472	2.690769458	4.97734726	2.446975018	2.798108628	3.856886609	group2
Unigene0000473	3.03436016	4.572628221	2.581073885	5.432707644	4.088596967	group2
Unigene0000474	4.458362361	3.250091671	3.86776636	1.211838158	2.256889573	group2
Unigene0000475	3.220614971	3.135517415	3.886515645	3.960488019	3.090481183	group2
Unigene0000476	2.832732073	5.396403184	4.022708294	2.206374372	5.847518423	group2
Unigene0000477	4.623586088	2.279997944	4.283386054	4.416445823	2.477018939	group2
Unigene0000478	4.728071231	6.377031656	3.401273163	3.393425383	5.247315875	group2
Unigene0000479	3.177466388	3.117724631	5.053919069	4.678437981	3.651394467	group2
Unigene0000480	4.248384204	4.81931522	4.749903431	4.154877496	5.371790123	group2
Unigene0000481	3.734635922	5.679256918	3.931868582	6.502179266	4.889270276	group2
Unigene0000482	4.66529239	3.576924786	5.280071347	1.895546783	3.166653156	group2
Unigene0000483	4.213818777	4.770139868	4.420401523	3.500445393	3.661755539	group2
Unigene0000484	3.064308091	2.204387087	2.694242057	4.334976637	1.197460653	group2
Unigene0000485	3.378219982	3.020792083	4.18967494	2.998417883	3.507363614	group2
Unigene0000486	3.68445738	4.349589367	4.837230416	3.93499911	4.172046782	group2
Unigene0000487	2.85451949	3.97725713	6.97078987	5.049861565	5.065092	group2
Unigene0000488	4.112699792	3.9365799	4.30397499	3.851911429	4.731395525	group2
Unigene0000489	3.62643632	3.6231497	4.047815008	2.710961796	4.297278541	group2
Unigene0000490	4.414042569	3.962328254	4.192285369	3.286792659	3.12228735	group2
Unigene0000491	4.680879716	5.402899433	4.650682618	4.064538139	2.753869694	group2
Unigene0000492	4.826909434	4.932782753	3.69196048	4.804009907	4.02981498	group2
Unigene0000493	3.528981698	4.214967375	4.831028433	5.797410439	4.852638418	group2
Unigene0000494	5.074861946	4.828356575	5.350650097	5.092501324	2.857061823	group2
Unigene0000495	3.983977297	4.372689164	3.130667431	4.146767944	3.199395157	group2
Unigene0000496	4.785989088	3.543282527	4.780288441	5.870720931	6.130084662	group2
Unigene0000497	2.129927402	4.344310649	3.191294045	4.852601222	2.590000969	group2
Unigene0000498	3.893560436	5.481799397	4.248242339	3.898486692	3.603854085	group2
Unigene0000499	4.225923078	2.213835663	2.660680118	2.170732311	4.877051033	group2
